ID,Chapter,Question,Type,Options,Answer,ClozeText,AnswerText,Analysis,Refrence
recuNmjdraNrna,金贵要略篇::三级,13. 试述水气病的主要治法有哪些？如何理解其与《内经》“开鬼门，洁净府”“去菀陈垄”的关系？,能力题（简答题）,,,,张仲景在《金匮要略》中指出'诸有水者，腰以下肿，当利小便，腰以上肿，当发汗乃愈’。又云：'夫水病人，目下有卧蚕，面目鲜泽，脉伏，其人消渴。病水腹大，小便不利，其脉沉绝者，有水，可下之。’这是根据《素问·至真要大论》提出的'其在皮者，汗而发之’'其下者，引而竭之’的原则，采取因势利导的方法，制定了发汗、利尿、峻下逐水三个主要治疗方法。腰以上肿，在上近表，当用汗法，使停留在身体上部的水气从汗液排出；若腰以下肿，在下属里，当以利尿为法，使潴留在身体下部的水气从小便排泄。如果水气壅盛，深痼难化，则非发汗、利水之所宜，又当用峻下逐水的方法荡逐水邪。以上三法，亦即《素问·汤液醪醴论》'开鬼门，洁净府’'去苑陈垄’治法的具体体现。'开鬼门’即发汗法，'洁净府’即利小便法。'去苑陈垄’即攻逐法。在《金匮要略·水气病篇》中，越婢汤、甘草麻黄汤属于汗法，防己获苓汤为汗利两法，蒲灰散则属于利尿法的具体运用。至于'下’法，在此篇中有其论而无其方。可参考《金匮要略·痰饮咳嗽病篇》中的十枣汤、己椒苈黄丸、甘遂半夏汤等。治疗水气病的方法，无论是发汗、利尿、峻下逐水，都属于业通平的……2，“实则泻之”的方法，亦即属于治标的范畴。但从水气病的性质来看，应属于阳虚阴盛，本虚标实，故在临床治疗水气病患者时，每先用以上三法急治其标，以祛水邪，而后再进温补，缓治其本。同时也应注意到，人体是一有机整体，上下表里、脏腑经络相互联系，不可截然分为上下，因此发汗法与利小便法，可相参合，灵活运用。,水气病的主要治法包括发汗、利尿、峻下逐水三法，对应《内经》“开鬼门（发汗）”“洁净府（利小便）”“去菀陈垄（攻逐瘀积）”。张仲景在《金匮要略》中提出依据水肿部位选择治法：腰以上肿用汗法，腰以下肿用利尿，水邪壅盛时则用峻下。此法源于《内经》治疗原则，并强调需先祛邪治标，后温补固本，体现“标本缓急”思想。,《素问·汤液醪醴论》曰：“开鬼门，洁净府，去菀陈垄。”《素问·至真要大论》载：“其在皮者，汗而发之”“其下者，引而竭之”。《金匮要略·水气病篇》云：“诸有水者，腰以下肿，当利小便，腰以上肿，当发汗乃愈”“病水腹大……可下之”。
recuNmjdraF9CX,金贵要略篇::三级,14. 试述猪膏发煎如何治疗黄疸。,能力题（简答题）,,,,“诸黄”指各种黄疸病后期，湿热已去，津枯血瘀，胃肠燥结之萎黄证。当症见肌肤萎黄，饮食不消，少腹急满，大便秘结，小便不利等，以胃肠燥结兼瘀血内停为主要矛盾，故用猪膏发煎润燥祛瘀，通利二便。方中猪膏补虚润燥，通大便；乱发消瘀，利小便。两药同用，使肠胃津液充足，气血畅利而无瘀滞，病从大小便而除，则萎黄可愈。,猪膏发煎适用于黄疸病后期，湿热已去而津枯血瘀、胃肠燥结之证。此时湿热虽退，但阴血亏虚，瘀滞与燥屎互结，以肌肤萎黄、便秘、小便不利为主症。方中猪膏（即猪油）润燥通便，乱发（血余炭）化瘀利水，二者合用使津血复生，瘀滞得除，二便通利而黄疸自退。,《金匮要略·黄疸病脉证并治》载：“诸黄，猪膏发煎主之。”又“胃气下泄，阴吹而正喧，此谷气之实也，膏发煎导之。”（注：虽后句非专指黄疸，但可佐证其润燥通便之功）
recuNmjdraW8IM,金贵要略篇::三级,15. 试述瘀血化热的脉证和治法。,能力题（简答题）,,,,患者自觉发热，心烦胸满，口干燥而渴，但诊其脉却并无热象，说明热不在气分，乃深伏于血分，是瘀血阻滞日久，郁而化热伏于阴分所致，血属阴，故曰“阴伏”。其治当以攻下瘀血为主，使瘀血去，郁热解，则诸证自除。,瘀血化热属血分郁热，症见自觉发热、心烦胸满、口干燥渴，但脉无热象（如洪、数），因瘀血久郁化热伏于阴分。治当攻下瘀血为主，瘀去则郁热自解，方选下瘀血汤类。此证需与气分热证鉴别，后者脉多滑数或洪大。,出自《金匮要略·惊悸吐衄下血胸满瘀血病脉证治第十六》：“病者如热状，烦满，口干燥而渴，其脉反无热，此为阴伏，是瘀血也，当下之。”
recuNmjdrayTfB,金贵要略篇::三级,16. 下利为什么可用承气汤？,能力题（简答题）,,,,下利用承气汤治疗，其病机是因邪热与燥实搏结于肠道，并逼津液下趋，形成热结旁流的证候。由于属里有实热积滞，且势急而正气未虚，故用承气汤急下其实，此即“通因通用”之法，适用于实证。,下利用承气汤是因热结旁流，实热积滞肠道，逼津下趋，需急下存阴，属“通因通用”之法。,《伤寒论·少阴病篇》：“少阴病，自利清水，色纯青，心下必痛，口干燥者，急下之，宜大承气汤。”
recuNmjdraDnHF,金贵要略篇::三级,17. 简述金疮的证治。,能力题（简答题）,,,,金疮指一切被刀斧等金属利器所伤在内的外伤疾患。由于刀斧创伤，经脉肌肤断伤，营卫气血不能循经脉运行，故伤口疼痛，甚则化脓溃烂。治以止血祛瘀、续断敛伤、通脉止痛、疏利气血。方用王不留行散，外敷内服。,金疮指由金属利器（如刀斧）所致外伤，其病机为经脉肌肤受损，营卫气血运行受阻，导致局部疼痛、化脓溃烂。治疗以止血化瘀、续接断伤、通脉止痛、调和气血为原则，主方用王不留行散，可内服或外敷。该方兼具行气活血与敛疮生肌之效，体现了中医外伤治疗中“祛瘀生新”的核心思路。,出自《金匮要略·疮痈肠痈浸淫病脉证并治》：“病金疮，王不留行散主之。”又云：“金疮者，其病由刀刃所伤，营卫不通，血瘀气滞，故令疮口不敛，疼痛不已。”
recuNmjdraV6A3,金贵要略篇::三级,18. 如何理解“少腹如扇”？,能力题（简答题）,,,,"历代注家都解释为少腹作冷如被风吹的自觉症状。从方测证可知本条所述妊娠病的基本病机为阳衰阴盛，其腹痛恶寒为肾阳虚衰、阴寒内盛、不能温中暖宫、煦养胞胎所致；阴盛逼于外故发热。水寒不化而蓄于内，壅遏胞宫，致使胎体更加胀大，故原文言“其胎愈胀”。文中未提小便情况，系仲景省文法；由于胎体胀大，必压迫膀胱、闭塞尿道，出现小便不通之危候。方中药物《金匮要略》未载，可见于《伤寒论·少阴病篇》,其中用茯苓通利水道、除水邪。附子虽有破坚坠胎之弊，但遵从“有故无殒亦无殒也”之意。因此，“少腹如扇”应解释为腹部如扇形膨隆胀大，其病机正如原文所说：“所以然者，子脏开故也。”于病情较为合理。",历代注家对“少腹如扇”有两种理解：一是少腹自觉冷如被风吹，二是腹部外形如扇形膨隆。答案结合病机与方药分析，认为后者更合理。其核心病机为肾阳虚衰、阴寒内盛，导致子脏（子宫）开而不闭，寒邪内侵，水湿壅滞，胎体胀大压迫膀胱，形成小便不通等危候。方用附子汤（附子温阳散寒，茯苓利水），体现“有故无殒”的治疗原则，强调阴盛阳衰、水寒互结的病理本质。,《金匮要略·妇人妊娠病脉证并治》：“妇人怀娠六七月，脉弦发热，其胎愈胀，腹痛恶寒者，少腹如扇，所以然者，子脏开故也，当以附子汤温其脏。”
recuNmjdraa5cx,金贵要略篇::三级,19. 试述《金匮要略》运用大承气汤治疗哪些病证？,能力题（简答题）,,,,大承气汤在《金匮要略》的治疗病证归纳起来有：热炽伤筋而致痉病，实热腹满，宿食热结下利，实热下利，产后能食复胃家实，产后谵语发热等。病证虽不同，而实热内结肠胃之病机则一。故均可用大承气汤以攻下实热，这是《金匮要略》“异病同治”原则的体现。,大承气汤在《金匮要略》中主治病证虽多，但均以“实热内结肠胃”为共同病机，体现“异病同治”原则。其具体应用包括：热极伤筋致痉病（热盛津枯，筋脉失养）；实热腹满（燥屎内结，气机壅滞）；宿食热结下利（积滞未去，热迫津液）；产后胃家实（产后气血未复，热结阳明）；以及产后谵语发热（瘀热互结，扰乱神明）等。大承气汤通过泻热通腑，釜底抽薪，恢复六腑通降功能。,《金匮要略·痉湿暍病》云：“痉为病，胸满口噤，卧不着席，脚挛急，必齘齿，可与大承气汤。”《腹满寒疝宿食病》篇载：“腹满不减，减不足言，当须下之，宜大承气汤。”《呕吐哕下利病》篇言：“下利不欲食者，有宿食也，当下之，宜大承气汤。”《妇人产后病》篇曰：“产后七八日……宜大承气汤主之。”
recuNmjdraHAwz,金贵要略篇::三级,20. 土瓜根散与抵当汤均治月经病，二者应如何鉴别？,能力题（简答题）,,,,土瓜根散证的病机为气滞血瘀，冲任受阻，血海不能满盈，症状为经期紊乱，过期不至，月经量少，色紫有块，腹胀满而痛，小腹按之有硬块，舌质紫暗，脉涩。治法：活血祛瘀，调经止痛。药物组成：土瓜根、蛰虫、桂枝、芍药、酒。抵当汤证的病机是瘀血内结成实，症状为月经停闭，少腹满硬结痛或腹不满，病人自觉腹满，发狂善忘，恶热，大便色黑易解，小便自利，脉沉涩。治法：破血逐瘀。药物组成：水蛭、虻虫、大黄、桃仁。,土瓜根散与抵当汤均用于血瘀所致月经病，但病机、症状、治法及用药有显著差异。土瓜根散病机为气滞血瘀，冲任受阻，血海不充，症状以经期紊乱、量少色紫、腹胀痛为主，治以活血调经，药性较缓；抵当汤病机为瘀血内结成实，症状见闭经、少腹硬满、发狂等，治以破血逐瘀，药性峻烈。,"1. 土瓜根散出自《金匮要略·妇人杂病脉证并治》：“带下经水不利，少腹满痛，经一月再见者，土瓜根散主之。”2. 抵当汤出自《伤寒论·辨太阳病脉证并治》：“太阳病……其人如狂……小便自利……抵当汤主之。”（条文124、125等）及《金匮要略·妇人杂病》：“妇人经水不利下，抵当汤主之。”
土瓜根散与抵当汤均用于血瘀所致月经病，但病机、症状、治法及用药有显著差异。土瓜根散病机为气滞血瘀，冲任受阻，血海不充，症状以经期紊乱、量少色紫、腹胀痛为主，治以活血调经，药性较缓；抵当汤病机为瘀血内结成实，症状见闭经、少腹硬满、发狂等，治以破血逐瘀，药性峻烈。"
recuNmjdralqHf,温病学篇::温热论::一级,1. 逆传心包,词语解释题,,,,指肺卫之邪不解，直接传入心包，出现身灼热，神昏谵语，或昏愦不语，舌蹇肢厥等症，与顺传相对，称为逆传心包。,逆传心包是温病传变的一种特殊形式，指温热病邪未按卫气营血顺序顺传阳明，而是直犯心包，导致神昏、肢厥等危重证候。其病机核心在于邪热内陷、闭阻心包，临床以神志异常为特征，与顺传阳明形成对比。,温邪上受，首先犯肺，逆传心包。——叶天士《温热论》
recuNmjdra0rBm,温病学篇::温热论::一级,2. 透风于热外,词语解释题,,,,指温邪挟风的治疗方法，风宜疏散，故温邪挟风者宜加透散之品，使风从外解。,指温邪挟风的治疗方法，风邪宜用疏散之品透达于外，使风邪不与热邪相搏，从而单独化解。此治法强调风邪与热邪分消，避免辛温助热伤阴。,出自叶天士《外感温热篇》，“透风于热外，渗湿于热下，不与热相搏，势必孤矣。”
recuNmjdrawAKy,温病学篇::温热论::一级,3. 渗湿于热下,词语解释题,,,,指温邪挟风，挟湿的治疗方法湿宜分利，故挟湿者宜加甘淡渗湿之品，使湿从下解。,渗湿于热下是指针对温邪挟带湿邪的病证，采用分利湿邪的治法。由于湿性趋下，故通过甘淡渗湿之品（如茯苓、滑石等）引导湿邪从小便而去，使湿与热分离，避免湿热胶结难解。,出自薛生白《湿热病篇》，原文云：“湿热两分，其病轻而缓；湿热两合，其病重而速……湿宜分利，热宜清泄。渗湿于热下，不与热相搏，势必孤矣。”
recuNmjdraneBK,温病学篇::温热论::一级,1. 叶天士所说的“透热转气”所用药物是：犀角、玄参、羚羊角等。,判断题,对||错,B,,,叶天士在《温热论》中提出“入营犹可透热转气”，强调将营分邪热透转气分而解。所用药物以轻清透泄为主，如犀角（现多用水牛角替代）、玄参、连翘、金银花、竹叶等，而非羚羊角。羚羊角主清肝熄风，多用于热盛动风证，故题干中“羚羊角”为干扰项，答案应为“错”。,《温热论》云：“入营犹可透热转气，如犀角、玄参、羚羊角等物。”后世注家认为此处“羚羊角”或为传抄之误，实际用药应以轻透之品为主。
recuNmjdraFqT3,温病学篇::温热论::一级,"2. 叶天士在《温热论》中所说的“通阳”,即是指淡渗分利小便。",判断题,对||错,B,,,叶天士在《温热论》中提出的“通阳”，并非单纯指淡渗分利小便，而是强调通过祛湿宣透、分解湿热以恢复阳气通畅。淡渗分利仅是祛湿的一种手段，但若热重于湿或湿未化热时，过度分利可能伤阴。通阳的核心在于辛开苦降、芳香化湿等法，而非单一利小便。因此题干表述不全面，答案选“错”。,《温热论》云：“热病救阴犹易，通阳最难。救阴不在血，而在津与汗；通阳不在温，而在利小便。” 此处“利小便”需结合湿热病机灵活运用，非仅淡渗分利。
recuNmjdraj5gn,温病学篇::温热论::一级,3. 叶天士在《温热论》中提出，在表挟风加入薄荷、牛蒡等药物。,判断题,对||错,A,,,叶天士在《温热论》中指出，温病初起邪在卫分时，若挟风邪，需用辛凉解表法，并加入薄荷、牛蒡子等药以疏风透热。此说符合温病治疗中“透邪外出”的原则，故答案为对。,在表初用辛凉轻剂，挟风则加入薄荷、牛蒡之属，挟湿加芦根、滑石之流。（出自《温热论·辨卫气营血治法》）
recuNmjdraqn04,温病学篇::温热论::一级,1. 《温热论》中所论“通阳”法是指,单选题,温补肾阳||温补脾阳||通阳补气||化气利湿，通利小便||温补肺气,D,,,《温热论》中“通阳”法针对湿热病证，强调通过祛除湿邪以恢复阳气通畅，而非单纯温补阳气。叶天士认为湿热阻滞气机时，需通过利小便分消湿浊，使气机畅通，阳气自通。选项D“化气利湿，通利小便”直接体现此法核心，故为正确答案。,通阳不在温，而在利小便。——《温热论》
recuNmjdraFnDP,温病学篇::温热论::一级,2. 叶天士所述“入营犹可透热转气”是指,单选题,凉营药中伍以滋阴凉血之品||凉营药中伍以辛凉解毒之品||凉营药中伍以辛寒清气之品||凉营药中伍以凉血散血之品||凉营药中伍以轻清透泄之品,E,,,叶天士在《温热论》中提出“入营犹可透热转气”，强调邪热初入营分时，仍可通过轻清透泄之品（如银花、连翘、竹叶等）使营分邪热外透气分而解。此治法需在凉营药中配伍轻清透泄之品，而非直接滋阴凉血或辛寒清气，故正确答案为E。,《温热论》载：“入营犹可透热转气，如犀角、元参、羚羊角等物……乍入营分，犹可透热，仍转气分而解。”
recuNmjdrae6zL,温病学篇::温热论::一级,3. 叶天士所说“逆传心包”是指,单选题,邪由卫分内陷营分||邪由上焦传人下焦||邪由肺卫内陷心包||邪由气分内传心包||挟风者，宜透风于热外,C,,,叶天士在《温热论》中提出“逆传心包”，指温病邪气不按卫气营血顺传，而是从肺卫直接内陷心包，导致病情急剧恶化。选项C“邪由肺卫内陷心包”准确描述了这一病机特点，而其他选项或涉及顺传路径，或与题干无关。,“温邪上受，首先犯肺，逆传心包。”（《温热论》）
recuNmjdraPzuA,温病学篇::温热论::一级,4. 《温热论》中指出“湿温病大便硬”，其处理方法应,单选题,通腑泄热||滋阴攻下||增液润下||忌用攻下||以上均不是,D,,,湿温病大便硬多因湿热阻滞气机，而非燥屎内结，若误用攻下法（如通腑、滋阴攻下等），易损伤脾阳，导致湿邪下陷、溏泄不止等变证。故叶天士强调“忌用攻下”，应以化湿透热为主。,《温热论》原文有“湿温病大便溏为邪未尽，必大便硬，慎不可攻也，攻之则溏泄不止”之论，明确指出湿温病大便硬时禁用攻下法。
recuNmjdra4WTi,温病学篇::温热论::一级,5. 《温热论》说：“在表初用辛凉轻剂。”夹风则加入,单选题,银花、豆豉之属||荆芥、防风之属||薄荷、牛劳之属||桑叶、菊花之属||银花、连翘之属,C,,,《温热论》强调温病初起在表时，应以辛凉轻剂透邪外达。若夹风邪，风性轻扬开泄，易致热势升散，需在辛凉基础上加强疏风透邪之力。薄荷辛凉透表、疏散风热，牛蒡子辛散苦泄、宣肺利咽，二者均属辛凉解表之品，契合“夹风”病机。其他选项中，荆芥、防风偏辛温，适用于风寒；银花、连翘虽清热力强，但疏风透表不及薄荷、牛蒡；桑叶、菊花长于清肝明目，透散力稍逊。故选C。,《温热论》云：“在表初用辛凉轻剂，夹风则加入薄荷、牛蒡之属，夹湿加芦根、滑石之流。”
recuNmjdraTR35,温病学篇::温热论::一级,6. 《温热论》所云：“在阳旺之躯，胃湿恒多。”其病机为,单选题,热重于湿||湿重于热||湿热并重||湿阻脾胃||以上均不是,A,,,叶天士在《温热论》中指出，体质对湿热病的病机有重要影响。“阳旺之躯”指阳气偏盛、内热较重的体质。此类体质者因热邪炽盛，易蒸灼津液，导致湿邪内生或外湿与热相合，形成“胃湿恒多”。热邪占据主导，湿邪依附于热，故病机为热重于湿（A）。其他选项如湿重于热（B）、湿热并重（C）等未突出“阳旺”体质下热的主导作用，而湿阻脾胃（D）更侧重湿邪困阻中焦的单一病机，与原文强调的热盛致湿的病机不符。,《温热论》有云：“在阳旺之躯，胃湿恒多；在阴盛之体，脾湿亦不少，然其化热则一。”此处通过体质差异阐明湿热病的病机演变，阳旺者因热盛而胃湿偏多，病机以热重于湿为主。
recuNmjdraJ5fK,温病学篇::温热论::一级,7. 叶天士提出的救阴与通阳指的是,单选题,救阴不在津，而在血与汗；通阳不在温，而在利小便||救阴不在津，而在血与汗；通阳当用温，不在利小便||救阴不在血，而在津与汗；通阳当用温，不在利小便||救阴不在血，而在津与汗；通阳当用温，亦在利小便||救阴不在血，而在津与汗；通阳不在温，而在利小便,E,,,叶天士在《温热论》中指出，治疗温病时救阴的重点不在于补血，而在于顾护津液和防止过汗伤津；通阳的关键不在于使用温药，而在于通利小便以分消湿邪，使阳气得以宣通。,且救阴不在血，而在津与汗；通阳不在温，而在利小便。——《温热论》
recuNmjdrahqGI,温病学篇::温热论::一级,8. 《温热论》说：“在表初用辛凉轻剂。”挟湿则加入,单选题,芦根、滑石之流||荆芥、防风之属||薏米、山药之流||桑叶、菊花之属||菖蒲、滑石之流,A,,,《温热论》指出温病初起表证宜用辛凉轻剂解表，若挟湿邪，需兼顾祛湿。芦根清热生津兼利湿，滑石利水渗湿，两者配合辛凉解表药可清热利湿而不伤阴，故为正确选项。其他选项或偏辛温（如B）、偏补益（如C）、仅解表（如D）或化湿力弱（如E），均不符合原文主旨。,《温热论》原文载：“在表初用辛凉轻剂。挟风则加入薄荷、牛蒡之属，挟湿加芦根、滑石之流。”
recuNmjdraOu0a,温病学篇::温热论::一级,1. 叶天士所说的“温邪上受，首先犯肺，逆传心包”明确提出了风温病初起的,多选题,病变所在||病势轻重||传变的特点||病位的浅深||预后好坏,AC,,,叶天士在《温热论》中指出“温邪上受，首先犯肺，逆传心包”，其中“首先犯肺”明确病变的起始部位在肺（对应选项A）；“逆传心包”则强调病情未按一般顺传规律发展，而是直接传入心包，体现传变的特殊性（对应选项C）。此句未涉及病势轻重（B）、病位浅深（D）或预后（E）。,《温热论》开篇：“温邪上受，首先犯肺，逆传心包。肺主气属卫，心主血属营，辨营卫气血虽与伤寒同，若论治法则与伤寒大异也。”
recuNmjdra4msr,温病学篇::温热论::一级,2. 叶天士所说“卫之后方言气，营之后方言血”概括的内容包括,多选题,病位浅深||病情轻重||传变规律||治疗依据||预后好坏,AC,,,叶天士提出的“卫之后方言气，营之后方言血”体现了温病传变的层次与病位深浅。卫、气、营、血四个阶段依次递进，卫分表浅，气分深入，营血更深，故“病位浅深”（A）正确；其顺序明确疾病的传变路径，对应“传变规律”（C）。病情轻重（B）虽隐含其中，但原文未直接强调，治疗依据（D）、预后（E）则未涉及。,《温热论》载：“大凡看法，卫之后方言气，营之后方言血。”
recuNmjdra3Wxp,温病学篇::温热论::一级,3. 叶天士认为，邪在肺卫的治疗原则是,多选题,辛凉轻剂||清热解毒||挟湿者，宜渗湿于热下||可冀其战汗透邪||挟风者，宜透风于热外,ACE,,,"叶天士在《温热论》中明确指出，邪在肺卫的治疗原则是“在卫汗之可也”，并强调“初用辛凉轻剂”。对于挟风或挟湿的情况，提出“透风于热外”和“渗湿于热下”的具体治法。选项A（辛凉轻剂）、C（挟湿者，宜渗湿于热下）、E（挟风者，宜透风于热外）均符合原文，故答案为ACE。
选项B（清热解毒）多用于气分或营血阶段，选项D（可冀其战汗透邪）属于气分证的治疗原则，故排除。",“在卫汗之可也。初用辛凉轻剂，挟风则加入薄荷、牛蒡之属，挟湿加芦根、滑石之流。或透风于热外，或渗湿于热下，不与热相搏，势必孤矣。
recuNmjdrayGNz,温病学篇::温热论::一级,4. 血分证在凉血的同时，还要加散血药的道理在于,多选题,散瘀血||散血中郁火||有助止血||防止凉血药寒凝之弊||透邪外达,ABDE,,,血分证因热入血分易耗血动血，导致瘀血内阻。凉血药虽能清热，但过于寒凉易致血凝成瘀，故需配伍散血药。散血药（如丹皮、赤芍）可散瘀血（A）、疏散血中郁火（B）、防止凉血药寒凝（D），并透邪外达（E）。止血并非直接目的，反而需防留瘀，故C不选。,《外感温热论》云：“入血就恐耗血动血，直须凉血散血。”
recuNmjdra1n63,温病学篇::温热论::一级,5. 叶天士认为热病“通阳最难”，其意是指对湿温病的治疗,多选题,不可过用寒凉||不可过用苦温||不可过用温补||不可化气利湿||不可通利小便,ABC,,,叶天士在《温热论》中指出“通阳最难”，强调湿温病治疗中湿热胶结，难以单纯用温药通阳。正确选项为A、B、C。A项“不可过用寒凉”因寒凉易遏伤阳气，使湿邪更难化；B项“不可过用苦温”因苦温虽能燥湿，但过用易助热化燥；C项“不可过用温补”因温补易助湿热壅滞。D、E为错误选项，因叶天士主张“通阳不在温，而在利小便”，利小便恰是湿温治疗的关键。,出自《温热论》：“且吾吴湿邪害人最广……热病救阴犹易，通阳最难。救阴不在血，而在津与汗；通阳不在温，而在利小便。”（注：题目中“通阳最难”的核心思想即源于此段，强调湿温病需避免过用寒凉、苦温、温补，而应注重分利湿热。）
recuNmjdraePde,温病学篇::温热论::一级,6. 叶天士所述温病通阳的目的在于,多选题,温补阳气||通利小便||温运脾阳||化气利湿||温阳利水,BD,,,叶天士在《温热论》中强调温病治疗中“通阳”的核心在于祛除湿热邪气，恢复气机通畅，而非单纯温补阳气。他指出湿热阻滞会导致阳气郁遏，此时应以通利小便为法，使湿邪从小便而去，气机得畅则阳气自通。选项中“通利小便”（B）和“化气利湿”（D）均符合这一思想，而温补类（A、C、E）与原文主旨不符。,“且吾吴湿邪害人最广，如面色白者，须要顾其阳气，湿胜则阳微也……通阳不在温，而在利小便。”（出自《温热论》）
recuNmjdra0RRY,温病学篇::温热论::二级,1. 水主之气不能上荣,词语解释题,,,,由于津液受伤而不能上升荣养头面清窍。,水主之气指津液的输布功能，若津液受伤则不能上承濡养头面清窍（如口、鼻、目等），导致干燥、眩晕等症状。此与津液代谢失常相关，涉及肾主水及三焦气化功能。,《素问·经脉别论》云：“饮入于胃，游溢精气，上输于脾，脾气散精，上归于肺，通调水道，下输膀胱，水精四布，五经并行。”津液输布失常则“不能上荣”，如《灵枢·口问》言“上气不足……头为之苦倾，目为之眩”，皆属此类。
recuNmjdrahkjE,温病学篇::温热论::二级,2. 浊邪害清,词语解释题,挟风者，宜透风于热外,,,浊邪害清：指湿热之邪蕴蒸蒙蔽于上，清阳之气被阻遇，以致清窍壅塞的一种病理变化。,浊邪害清指湿热邪气郁蒸于上焦，阻碍清阳之气，导致头面清窍壅塞的病理状态，表现为头昏、耳聋、鼻塞等症状。其核心是湿热邪气（浊邪）与人体清阳之气相争，使气机壅滞不通。,出自《温热论》，原文为“湿与温合，蒸郁而蒙蔽于上，清窍为之壅塞，浊邪害清也。”（叶天士《温热论》）
recuNmjdraH8Rc,温病学篇::温热论::二级,1. 《温热论》中所说的“湿与温合，蒸郁而蒙蔽于上”是指湿热酿痰蒙蔽心包。,判断题,对||错,B,,,题目中“湿与温合，蒸郁而蒙蔽于上”出自《温热论》，其本意是湿热邪气上犯清阳之位（如头面清窍），导致头胀、耳聋等症，属于上焦湿热蒙蔽清阳的表现。而“湿热酿痰蒙蔽心包”则指痰热闭阻心包，伴神昏谵语等营分证候，病位与病机不同，故题干错误。,《温热论》有“湿与温合，蒸郁而蒙蔽于上，清窍为之壅塞，浊邪害清也”之论，强调湿热上蒙清窍；而“湿热酿痰蒙蔽心包”则多见于中焦湿热郁蒸成痰、上蒙心包之证，如“舌绛而苔黄浊者，痰热蒙蔽心包，宜牛黄丸、至宝丹之类”。
recuNmjdraEkht,温病学篇::温热论::二级,2. 叶天士用“轻法频下”治疗的里结阳明证，是湿热从三焦传入阳明胃肠者。,判断题,对||错,A,,,叶天士在《温热论》中指出，湿热病邪若从三焦传入阳明胃肠形成里结，不宜用峻下法，而应“轻法频下”，即采用轻缓通下的方法多次治疗，以避免损伤正气。这与伤寒阳明腑实证的猛下法不同，体现了湿热病治疗的特点。,再论三焦不得从外解，必致成里结。里结于何，在阳明胃与肠也……此多湿热内搏，下之宜轻。……湿温病大便溏为邪未尽，必大便硬，慎不可再攻也，以粪燥为无湿矣。（《温热论》）
recuNmjdraoH6z,温病学篇::温热论::二级,3. 《温热论》中所说的“急急透斑为要”，是指凉血解毒、透热外达，而不是指使斑能大量透发。,判断题,对||错,A,,,《温热论》中“急急透斑为要”强调温病斑证的治疗核心是凉血解毒、透热外达，而非单纯追求斑疹大量外发。斑属血分热毒，需清解血热并透邪外出，若误用升提或辛散之药，反致邪热内陷。叶天士指出斑疹为“邪气外露之象”，治疗应使邪有出路，而非强行透发，故题干所述正确。,若夹斑带疹，皆是邪之不一，各随其部而泄……急急透斑为要。（出自《温热论》，原文强调斑属血分，需凉血透热，防止内陷。）
recuNmjdra1aGA,温病学篇::温热论::二级,4. 对斑出热不解而素体肾水不足者，叶天士的治法是在甘寒之中加入咸寒。,判断题,对||错,A,,,叶天士在《外感温热篇》中指出，若斑疹透发而热邪不退，且患者素体肾阴不足，需在甘寒养阴的治法中加入咸寒之品以滋肾水。甘寒药（如生地、麦冬）可清热生津，咸寒药（如玄参、鳖甲）能直入肾经，填补真阴，二者合用兼顾清热与滋阴，符合“先安未受邪之地”的治则。因此答案为对。,若斑出热不解者，胃津亡也，主以甘寒，重则如玉女煎……或其人肾水素亏，虽未及下焦，先自彷徨矣……如甘寒之中加入咸寒，务在先安未受邪之地，恐其陷入易易耳。（《温热论》）
recuNmjdratLau,温病学篇::温热论::二级,1. 《温热论》中“斑出热不解者”的病机是,单选题,胃津亡||肺津伤||肾阴枯||热毒盛||心阴虚,A,,,斑疹透发后热势仍不退，多因胃津耗伤，阴液不足，无法濡养和制约阳热，导致邪热未除。叶天士指出此时需用甘寒之品以生津清热，故病机为胃津亡。,《温热论》-“若斑出热不解者，胃津亡也，主以甘寒，重则如玉女煎，轻则如梨皮、蔗浆之类。”
recuNmjdrajOpN,温病学篇::温热论::二级,2. 治疗邪入营血时，叶氏提出“急急透斑”主要是用,单选题,辛凉提透法||辛温透邪法||轻清宣透法||清热凉血法||以上均不是,D,,,叶天士在《温热论》中指出，邪入营血时出现斑疹，治疗需“急急透斑”。此阶段病邪已深入血分，非单纯透表可解，应重在清营凉血以解毒透斑。若误用辛散提透（如A、B、C），易助热伤阴；而清热凉血法（D）能清解血分热毒，使斑疹透达，故为叶氏所主。,《温热论》云：“入营犹可透热转气……入血就恐耗血动血，直须凉血散血。”
recuNmjdranSql,温病学篇::温热论::二级,3. 《温热论》中所述“分消上下”是指,单选题,清上泄下||宣肺攻下||凉膈通腑||清胃泄热||以上都不是,E,,,《温热论》中“分消上下”主要指通过分消走泄法（如杏、朴、苓等药）疏利三焦气机，使湿热之邪从上、中、下三焦分消而解，而非单纯清上泄下或宣肺攻下。选项中A、B、C、D均局限于特定治法，未涵盖叶天士原文中“分消上下”的完整内涵，故正确答案为E。,《温热论》：“此则分消上下之势，随证变法，如近时杏、朴、苓等类，或如温胆汤之走泄。”
