ID,主字段,章节,知识解析,知识拓展
recveFKWJuUFP6,"<div style=""text-align: center; font-size: 24px;""><b>桑菊饮</b></div>",解表剂::辛凉解表剂,"方歌::[[桑菊饮中桔杏翘]],[[芦根甘草薄荷饶]]。<br>[[清疏肺卫轻宣剂]],[[风温咳嗽服之消]]<br>###组成::[[「桑叶」、「菊花」、杏仁、连翘、薄荷、苦桔梗、生甘草、苇根]]<br>###主治::[[风温初起，邪客肺络证]]。但咳，身热不甚，口微渴，脉浮数<br>###功用::[[疏风清热，宣肺止咳]]",用法::水二杯，煮取一杯，日二服<br>###加减::气粗似喘，为气分渐盛，加石膏、知母清解气分之热；舌绛，暮热，甚燥，邪初入营，加元参、犀角；在血分，去薄荷、芦根，加麦冬、细生地、玉竹、丹皮；肺热甚，加黄芩；渴者加花粉<br>###方解::<b>「君」：</b>桑叶:①疏散风热；②清肺止咳菊花:①清散上焦风热；②清利头目；③肃肺<br><b>「臣」：</b>薄荷:辛凉透表，助君散上焦风热杏仁:肃降肺气；桔梗:开宣肺气杏桔相须:①宣降相伍，助君以祛邪；②理肺气而止咳<br><b>「佐」：</b>连翘:善清膈上浮游之热，透邪解毒；芦根:清热生津止渴<br><b>「佐使」：</b>生甘草:润肺止咳，调和诸药<br>###注意::不宜久煎；风寒咳嗽者忌用<br>###特点::辛凉轻剂。本方从“辛凉微苦”立法
recveFKWJuxkJu,"<div style=""text-align: center; font-size: 24px;""><b>麻黄杏仁甘草石膏汤</b></div>",解表剂::辛凉解表剂,"方歌::[[仲景麻杏甘石汤]],[[辛凉宣肺清热良]]。<br>[[邪热壅肺咳喘急]],[[有汗无汗均可尝]]<br>###组成::[[「麻黄」、杏仁、炙甘草、石膏]]<br>###主治::[[外感风邪，邪热壅肺证(肺热壅盛)]]。身热不解，有汗或无汗，咳逆气急，甚或鼻煽，口渴，舌苔薄白或黄，脉浮滑而数<br>###功用::[[辛凉疏表，清肺平喘(辛凉宣泄清肺平喘)]]",用法::以水七升，煮麻黄去上沫，内诸药，煮取二升，去滓，温服一升<br>###加减::①若风寒未尽，无汗恶寒:加荆芥、豆豉；<br>②风热不解，微恶风寒:加银花、薄荷；<br>③肺中热甚，汗大出:重用石膏；<br>④表郁不畅，汗少或无汗:增麻黄量；<br>⑤肺热气壅，胸满喘急:加桑白皮、葶苈子；<br>⑥邪热灼津成痰，咳痰稠黄:加瓜蒌、贝母；<br>⑦热甚津伤，烦热渴饮:加知母、芦根<br>###方解::<b>「君」：</b>麻黄:①宣肺平喘:宣肺开表以使里热得以外达，火郁发之(开肺)；②解散表邪(泄邪)<br><b>「臣」：</b>石膏:清泄肺胃，兼透热生津麻黄、石膏:1.宣散肺中风热；使肺气宣通而不助里热(麻黄得石膏)②.清宣肺中郁热:清泻肺热而不碍畅表(石膏得麻黄)③.共成辛凉宣泄之功石膏倍麻黄，相制为用，全方主以辛凉杏仁:降气平喘，配麻黄宣降相因；配石膏清肃协同<br><b>「佐使」：</b>炙甘草:1.益气和中，与麻黄相配，使宣散肺邪而无耗气之忧②.与石膏相合，清热生津而无伤中之弊③.调和诸药(寒温宣降之间)<br>###注意::①方中麻黄宜先煎；<br>②风寒实喘和虚证喘逆者禁用<br>###特点::表邪未解，邪热壅肺而致喘咳基础方
recveFKWJukt4s,"<div style=""text-align: center; font-size: 24px;""><b>越婢汤</b></div>",解表剂::辛凉解表剂,"方歌::[[越婢石膏与麻黄]],[[甘草大枣与生姜]]。<br>[[发汗行水风水热]],[[恶风身肿自汗良]]<br>###组成::[[麻黄、石膏、生姜、甘草、大枣]]<br>###主治::[[风水夹热证]]。恶风，一身悉肿，脉浮不渴，续自汗出，无大热者<br>###功用::[[发汗行水]]",用法::上五味，以水六升，先煮麻黄，去上沫内诸药，煮取三升，分温三服
recveFKWJueBwa,"<div style=""text-align: center; font-size: 24px;""><b>升麻葛根汤</b></div>",解表剂::辛凉解表剂,"方歌::[[升麻葛根芍药甘]],[[麻疹初起不透方]]。<br>[[辛凉解肌热毒解]],[[疹发不畅舌红良]]<br>###组成::[[「升麻」、白芍药、炙甘草、葛根]]<br>###主治::[[麻疹初起证]]。麻疹初起未发，或发而不透，身热恶风，头痛身痛，喷嚏咳嗽，目赤流泪，口渴，舌红苔干，脉浮数<br>###功用::[[辛凉解肌，解毒透疹(解肌透疹)]]",用法::上为粗末。每服三钱，用水一盏半，煎取一中盏，去滓，稍热服，不计时候，一日二三次。以病气去，身清凉为度<br>###注意::①此方为麻疹未发，或发而不透基础方；<br>②升麻主要作用在于透疹解毒，但亦可散阳明风邪，升胃中清阳；<br>③本方白芍原方为芍药。
recveFKWJu994X,"<div style=""text-align: center; font-size: 24px;""><b>柴葛解肌汤</b></div>",解表剂::辛凉解表剂,"方歌::[[柴葛解肌芷桔羌]],[[膏芩芍草枣生姜]]。<br>[[辛凉解肌清里热]],[[邪在三阳热势张]]<br>###组成::[[「柴胡」、「干葛根」、羌活、白芷、黄芩、桔梗、芍药、甘草、生姜、大枣、石膏]]<br>###主治::[[外感风寒，邪郁化热，三阳合病]]。恶寒渐轻，身热增盛，无汗头痛，目痛鼻干，心烦不眠，咽干耳聋，眼眶痛，舌苔薄黄，脉浮微洪<br>###功用::[[辛凉解肌，清泄里热(解肌清热)]]",用法::水二盅，加生姜三片，大枣二枚，槌法加石膏末一钱，煎之热服<br>###加减::1.本方出自《伤寒六书》。陶氏在原书中记载了本方的化裁方法:“本经无汗，恶寒甚者，去黄芩，加麻黄。冬月宜加，春宜少，夏秋去之，加苏叶。”可知黄芩用量亦不宜过大，免苦寒之性，有碍解肌疏邪。<br>②.《医学心悟》也有柴葛解肌汤，组成为柴胡、葛根、甘草、芍药、黄芩、知母、生地、丹皮、贝母。心烦加淡竹叶，谵语加石膏。功用:解肌清热。主治:春温夏热之病，外感风热，里热亦盛证。症见不恶寒而口渴，舌苔黄，脉浮数。程氏《医学心悟》方比陶氏《伤寒六书》柴葛解肌汤少羌活、白芷、桔梗，是因其主治为外感风热，而里热较重，故减辛温香燥之品，以防助热伤津；虽去石膏，但配人知母、贝母、丹皮、生地，不仅清热，尚能滋阴；若见谵语，则其力不逮，故又加入石膏。程氏方重在清里，陶氏方重在解肌<br>###方解::<b>「君」：</b>葛根辛能外透肌热，凉能内清郁热；柴胡既为“解肌要药”，且有疏畅气机之功，又可助葛根外透郁热。善于祛邪解表退热。二药相须，解肌清热之力著<br><b>「臣」：</b>羌活、白芷助君药辛散发表，并止诸痛；黄芩、石膏清泄里热。(葛根配白芷、石膏，清透阳明之邪热；柴胡配黄芩，透解少阳之邪热；羌活发散太阳之风寒，如此配合，三阳兼治，以治阳明为主)<br><b>「佐」：</b>桔梗宣畅肺气以利解表；白芍、大枣敛阴养血，防止疏散太过而伤阴(既防热邪伤阴，又制疏散太过)；生姜发散风寒<br><b>「使」：</b>甘草调和诸药<br>###注意::本方原书各药均未标注用量，陶氏唯于《杀车槌法》中特别注明石膏只加一钱，可知本方侧重在解肌散邪，所主证候虽属太阳阳明同病，但以太阳阳明表证为主。(邪初入阳明，入里之热不甚，解肌又多辛凉之品，故石膏用量不宜过大，免大寒之性，有碍辛凉之品解肌疏散)
recveFKWJuVo1Q,"<div style=""text-align: center; font-size: 24px;""><b>葱鼓桔梗汤</b></div>",解表剂::辛凉解表剂,"方歌::[[葱豉桔梗薄荷翘]],[[山栀竹叶合甘草]]。<br>[[热邪束肺嗽咽痛]],[[风温初起此方疗]]<br>###组成::[[「鲜葱白」、苦桔梗、焦山栀、「淡豆豉」、苏薄荷、青连翘、生甘草、鲜淡竹叶]]<br>###主治::[[风温初起证]]。头痛身热，微恶风寒，咳嗽，咽痛，口渴，舌尖红，苔薄白，脉浮数<br>###功用::[[疏风清热(疏风解表，清肺泄热)]]",用法::水煎服<br>###加减::俞氏加减法:“如咽阻喉痛者，加紫金锭两粒磨冲，大青叶三钱；如胸痞，原方去甘草，加生枳壳二钱，白蔻末八分冲；如发疹，加蝉衣十二只，皂角刺五分，大力子三钱；如咳甚痰多，加苦杏仁三钱，广橘红钱半；如鼻衄，加生侧柏叶四钱，鲜茅根五十支、去衣；如热盛化火，加条芩二钱，绿豆二两煎药；如火旺就燥，加生石膏八钱，知母四钱。”
recveFKWJuPAQt,"<div style=""text-align: center; font-size: 24px;""><b>败毒散</b></div>",解表剂::扶正解表剂,"方歌::[[人参败毒茯苓草]],[[枳桔柴前羌独穹]]。<br>[[薄荷少许姜三片]],[[益气解表有奇功]]<br>###组成::[[「羌活」、「独活」、柴胡、川芎、桔梗、枳壳、前胡、茯苓、人参、甘草、生姜、薄荷]]<br>###主治::[[气虚外感风寒湿邪证]]。憎寒壮热，无汗，头项强痛，肢体酸痛，鼻塞声重，咳嗽有痰，胸膈痞满，舌苔白腻，脉浮濡，或浮数而重取无力<br>###功用::[[益气解表，散寒祛湿(散风祛湿)]]",用法::上为末，每服二钱，人生姜、薄荷煎。去滓，不拘时服，寒多则热服，热多则温服<br>###加减::①气不虚者:去人参；<br>②风毒瘾疹:加蝉蜕、苦参；<br>③内有蕴热，口苦苔黄:加黄芩；<br>④疮疡初起:去人参，加金银花、连翘；<br>⑤内停湿浊，寒热往来，舌苔厚腻:加草果、槟榔<br>###方解::<b>「君」：</b>羌活、独活:通治一身上下风寒湿邪，祛风散寒，除湿通络止痛<br><b>「臣」：</b>柴胡:发散退热，助君解表；川芎:行气活血，祛风宣痹止痛川芎、柴胡助「君」：解表退热、宣痹止痛<br><b>「佐」：</b>桔梗:宣肺；枳壳:降气；前胡:祛痰；茯苓:渗湿四药合用:升降相合，宽胸利气，化痰止咳少量人参:①益气扶正以助祛邪；②使祛邪不伤正防邪复入<br><b>「佐使」：</b>生姜、薄荷(引):发散外邪。甘草:①调和诸药；②益气和中<br>###注意::外感病邪已入里(外感风热)及阴虚外感者均忌用。若时疫、湿温、湿热蕴结肠中而成之痢疾，切不可用<br>###特点::原名人参败毒散。益气解表常用方。亦可治疗小儿外感
recveFKWJur5rw,"<div style=""text-align: center; font-size: 24px;""><b>再造散</b></div>",解表剂::扶正解表剂,"方歌::[[再造散用参芪甘]],[[桂附羌防芎芍参]]。<br>[[细辛大枣煨姜煎]],[[益气助阳表散寒]]<br>###组成::[[熟附子、桂枝、细辛、羌活、防风、川芎、黄芪、人参、甘草、煨生姜、炒白芍、大枣]]<br>###主治::[[阳气虚弱，外感风寒表证]]。恶寒发热，寒重热轻，无汗肢冷，倦怠嗜卧，面色苍白，语言低微，(神疲懒言)，舌淡苔白，脉沉无力，或浮大无力<br>###功用::[[助阳益气，散寒解表]]",用法::水二盅，枣二枚，煎至一盅。(杀车槌法)加炒芍药一撮，煎三沸，温服<br>###加减::①表闭无汗:加苏叶、荆芥；<br>②中焦虚寒，腹痛便溏:煨姜易干姜，加白术；<br>③内有寒饮，咳嗽痰稀:加半夏、茯苓<br>###方解::熟附、桂枝、细辛:温里助阳，散寒解表黄芪、人参:补元气，固肌表。①助药势以鼓邪外出；②防阳随汗脱羌活、川芎、防风:疏风行血，加强解表散寒之力白芍:①凉血益阴和营；②兼制附桂羌辛之辛温燥；③炒用防止其寒性及碍其解表甘草:①益气和中缓峻；②使汗出不猛而邪尽去且正不伤，是佐助又有佐制之意生姜、大枣:①升腾脾胃气液；②调和营卫而助汗出<br>###注意::血虚感寒或湿温初起者，本方忌用
recveFKWJuVZv6,"<div style=""text-align: center; font-size: 24px;""><b>加减葳蕤汤</b></div>",解表剂::扶正解表剂,"方歌::[[加减葳蕤用白薇]],[[豆豉葱白桔梗随]]。<br>[[草枣薄荷八味共]],[[滋阴发汗功可慰]]<br>###组成::[[「葳蕤(玉竹)」、白薇、生葱白、淡豆豉、「薄荷」、桔梗、红枣、炙甘草]]<br>###主治::[[阴虚外感风热证]]。头痛身热，微恶风寒，无汗或有汗不多，咳嗽心烦，口渴咽干，舌赤脉数<br>###功用::[[滋阴清热，发汗解表(滋阴解表)]]",用法::水煎，分温再服<br>###加减::①表证较重，恶寒无汗:加防风、葛根；<br>②风热上攻，咽喉肿痛:加牛蒡子、僵蚕；<br>③阴虚痰热，咳痰不爽:加瓜蒌皮、浙贝母；<br>④心烦口渴较甚:加竹叶、天花粉；<br>⑤肺燥肠枯，大便干结:加杏仁、瓜萎仁<br>###方解::<b>「君」：</b>葳蕤(玉竹):滋阴养液以资汗源，兼润肺燥薄荷:疏散风热，清利咽喉(温病宜汗解之要药)<br><b>「臣」：</b>葱白、淡豆豉:助薄荷发散表邪<br><b>「佐」：</b>白薇:益阴凉血清热。桔梗:宣肺止咳。红枣:①养血；②合白薇滋阴液<br><b>「使」：</b>甘草:调和诸药<br>###注意::外感表证无阴虚者不宜使用
recveFKWJuqt4N,"<div style=""text-align: center; font-size: 24px;""><b>麻黄细辛附子汤</b></div>",解表剂::扶正解表剂,"方歌::[[麻黄附子细辛汤]],[[助阳解表两法彰]]。<br>[[少阴反发热脉沉]],[[寒邪外解不伤阳]]<br>###组成::[[「麻黄」、炮附子、细辛]]<br>###主治::1.[[素体阳虚，外感风寒表证]]。发热，恶寒甚剧，其寒不解，神疲欲寐，脉沉微。<br>2.[[暴哑]]。突发声音嘶哑，甚至失音不语，或咽喉疼痛，恶寒发热，神疲欲寐，舌淡苔白，脉沉无力<br>###功用::[[助阳解表]]",用法::上三味，以水一斗，先煮麻黄，减二升，去上沫，内诸药，煮取三升，去滓。温服一升，日三服<br>###特点::阳虚外感风寒表证代表方，助阳解表基础方
recveFKWJuiIhl,"<div style=""text-align: center; font-size: 24px;""><b>参苏饮</b></div>",解表剂::扶正解表剂,"方歌::[[参苏饮内用陈皮]],[[枳壳前胡半夏齐]]。<br>[[干葛木香甘桔茯]],[[气虚外感痰湿宜]]<br>###组成::[[紫苏叶、干葛根、人参、姜半夏、茯苓、前胡、桔梗、枳壳、木香、陈皮、炙甘草、生姜、大枣]]<br>###主治::[[气虚外感风寒，内有痰湿证]]。恶寒发热，无汗，头痛鼻塞，咳嗽痰白，胸膈满闷，倦怠无力，气短懒言，苔白脉弱<br>###功用::[[益气解表，理气化痰]]",用法::每服四钱，水一盏半，姜七片，枣一个，煎六分，去滓，微热服，不拘时候<br>###特点::气虚外感风寒，内有痰湿证代表方化痰药与理气药兼顾，寓“治痰先治气”之意(半夏前胡桔梗；陈皮木香枳壳茯苓)
recveFKWJu7VLW,"<div style=""text-align: center; font-size: 24px;""><b>葱白七味饮</b></div>",解表剂::扶正解表剂,"方歌::[[葱白七味外台方]],[[新豉葛根与生姜]]。<br>[[麦冬生地千扬水]],[[血虚外感最相当]]<br>###组成::[[「葱白」、「干葛」、生麦冬、干生地黄、豆豉、生姜、千扬水]]<br>###主治::[[血虚外感风寒证]]。病后阴血亏虚，或失血(吐血、咳血、衄血、便血)之后，调摄不慎，复感风寒，头痛身热，微寒无汗<br>###功用::[[养血滋阴，解表散邪(养血解表)]]",用法::劳水八升，以杓扬之一千遍。上药用劳水煎之三分减二，去渣，分三次温服相去行八九里，如觉欲汗，渐渐覆之<br>###特点::血虚外感风寒证代表方
recveFKWJutPJ8,"<div style=""text-align: center; font-size: 24px;""><b>大承气汤</b></div>",泻下剂::寒下剂,"方歌::[[大承气汤用芒硝]],[[枳实大黄厚朴饶]]。<br>[[去硝名曰小承气]],[[调胃承气硝黄草]]<br>###组成::[[「大黄」、炙厚朴、炙枳实、芒硝]]<br>###主治::1.[[阳明腑实热结]]。大便不通，腹中转气，脘腹痞满，绕脐痛，拒按，按之硬，甚或烦躁谵语潮热，手足泄然汗出，舌红苔黄燥起刺，或焦黑燥裂，脉沉实<br>2.[[热结旁流]]。自利清水，色纯青，其气臭秽，脐腹疼痛，按之坚硬有块，口舌干燥，脉滑实<br>3.[[里热实证之热厥、痉病或发狂]]等,症状特点:痞满燥实<br>###功用::[[峻下热结]]",用法::上四味，以水一斗，先煮二物，取五升，去滓，内大黄，更煮取二升，去滓，内芒硝，更上微火一、二沸，分温再服。得下，余勿服<br>###加减::①痞满气滞与燥屎坚结之偏颇，调整厚朴、枳实与大黄、芒硝的用量；<br>②兼气虚者加人参补气；<br>③阴伤较重者，加玄参、麦冬、生地黄等<br>###方解::<b>「君」：</b>大黄:泻热攻积通便，荡涤肠胃积滞<br><b>「臣」：</b>芒硝:泻热通便，软坚润燥，善除燥坚，助大黄峻下热结大黄，芒硝:①苦寒泻下；②软坚润燥<br><b>「佐使」：</b>厚朴:行气消胀除满(一说厚朴重用亦为君)枳实:①下气消痞破结；②佐厚朴行气除痞厚枳:合助大黄、芒硝加速积滞的下行厚朴倍大黄(大黄四两、厚朴半斤)，以气药为主，故称为大承气承气:峻下行气，通导大便，承接胃气下行的特点<br>###注意::1.热结不甚、年老体弱及孕妇者不宜用。药力峻猛，应中病即止，慎勿过剂<br>②.原方煎药时，先煮枳实，厚朴，后下大黄，汤成去滓溶入芒硝，因大黄煎煮过久，减缓泻下之力<br>###特点::阳明腑实证代表方，峻下热结基础方峻下热结:釜底抽薪法，急下存阴法。热结旁流用寒下法:体现通因通用。热厥之四肢厥逆使用寒下法，体现寒因寒用
recveFKWJuAYWu,"<div style=""text-align: center; font-size: 24px;""><b>大陷胸汤</b></div>",泻下剂::寒下剂,"方歌::[[大陷胸汤用硝黄]],[[甘遂为末共成方]]。<br>[[专治水热结胸证]],[[泻热逐水效非常]]<br>###组成::[[大黄、芒硝、「甘遂」]]<br>###主治::[[水热互结之大结胸证]]。心下疼痛，拒按，按之硬，或从心下至少腹硬痛不可近，大便秘结，日晡潮热，心中懊恼，烦躁短气，头汗出，舌上燥而渴，舌红，苔黄腻，脉沉紧，按之有力<br>###功用::[[泻热逐水(破结)]]","用法::上三味，以水六升，先煮大黄，取二升，去滓，内芒硝，煮一二沸，内甘遂末，温服一升，得快利，止后服<br>###加减::①腑气不通偏重:大黄后下；<br>②热邪偏重:加黄连、瓜蒌<br>###方解::<b>「君」：</b>甘遂:泄水逐饮，泻热散结(直达水气所结之处，泄水圣药，水结胸中，非此不能除)<br><b>「臣佐」：</b>大黄:先煮，荡涤胸腹邪热(煎法为大黄先煮，以求""熟者行迟""，是""治上者治宜缓""之意)芒硝:①泻热通滞；②软坚润燥，合大黄助泻热逐水<br>###注意::①甘遂宜研末冲服，应先煎大黄；<br>②本方药力峻猛，中病即止，服药得快利后不可再服，健脾养胃以善后；<br>③素体弱及孕妇等禁用<br>###特点::水热互结之大结胸证代表方"
recveFKWJulP5z,"<div style=""text-align: center; font-size: 24px;""><b>大黄牡丹汤</b></div>",泻下剂::寒下剂,"方歌::[[金匮大黄牡丹汤]],[[桃仁瓜子芒硝襄]]。<br>[[肠痈初起腹按痛]],[[泻热逐瘀肿结康]]<br>###组成::[[「大黄」、「桃仁」、丹皮、冬瓜仁、芒硝]]<br>###主治::[[湿热瘀滞之肠痈初起(肠痈初起，湿热瘀滞证)]]。右下腹疼痛拒按，按之其痛如淋，甚则局部肿痞，或右足屈而不伸，伸则痛甚，小便自调，或时时发热，自汗恶寒，舌苔薄腻而黄，脉滑数<br>###功用::[[泻热破瘀，散结消肿]]",用法::上药前四味，以水六升，煮取一升，去滓，内芒硝，再煎沸，顿服之<br>###加减::①热毒重:加蒲公英、金银花、败酱草；<br>②血瘀重:加赤芍、乳香、没药<br>###方解::<b>「君」：</b>大黄:通腑行滞，泻热逐瘀，荡涤肠中湿热瘀毒；桃仁:破血散瘀二药相伍:泻热逐瘀，散结消肿，通降下行<br><b>「臣」：</b>芒硝:清热泻下，软坚散结丹皮:清热凉血，活血散淤，善“疗痈肿”，合桃仁散瘀消肿，助君药逐瘀通滞<br><b>「佐」：</b>冬瓜仁:清肠利湿热，排脓散结，善治内痛(治肠痈)<br>###注意::①痈脓已溃者，不宜使用；<br>②老人、孕妇及体质虚弱者均应慎用；<br>③《金匮要略》云:“脉洪大者，脓已成，不可下也。”但在本方的用法中又说:“有脓当下，如无脓当下血。”后世医家对此认识不一，现在一般认为肠痈初起，证属湿热血瘀之实证者，脓未成或脓成未溃，均可用之<br>###特点::湿热瘀滞之肠痈初起常用方。泻热逐瘀法
recveFKWJu1w5F,"<div style=""text-align: center; font-size: 24px;""><b>温脾汤</b></div>",泻下剂::温下剂,"方歌::[[温脾参附与干姜]],[[甘草当归硝大黄]]。<br>[[寒热并行治寒积]],[[脐腹绞结痛非常]]。<br>[[攻下寒积温脾阳]],[[阳虚冷积秘痛安]]<br>###组成::[[「大黄」、「附子」、干姜、人参、甘草、芒硝、当归]]<br>###主治::[[阳虚冷积证]]。便秘腹痛，脐周绞痛，手足不温，苔白不渴，脉沉弦而迟(卷十五方主治为脾阳不足。冷积便秘，或下利赤白，连年不止，腹痛，及霍乱，脾胃冷积不消，手足欠温，苔白不渴，脉沉弦而迟)<br>###功用::[[攻下冷积，温补脾阳]]",用法::分温三服<br>###加减::①寒凝气滞，腹中胀痛:加厚朴、木香；<br>②胃逆呕吐:加半夏、砂仁；<br>③脾肾虚寒，腹中冷痛:加肉桂；<br>④积滞不化，苔白厚腻:加厚朴、莱菔子；<br>⑤久利赤白，损伤阴血，舌淡脉细:加当归、白芍<br>###方解::<b>「君」：</b>附子:温脾散寒；大黄:泻下通便荡积滞。附子，大黄:温下攻逐寒积<br><b>「臣」：</b>干姜:温中祛寒，助附子温阳散寒；芒硝:助大黄泻下攻积<br><b>「佐」：</b>人参:健脾益气，合附子干姜温阳健脾(有阳虚先益气之意)当归:养血润燥(润肠泻下，下不伤正)<br><b>「佐使」：</b>甘草:助人参健脾益气，防大黄泻下伤中<br>###注意::便秘属热结或阴虚者忌用<br>###特点::脾阳不足，冷积内停证常用方
recveFKWJuKC8F,"<div style=""text-align: center; font-size: 24px;""><b>大黄附子汤</b></div>",泻下剂::温下剂,"方歌::[[大黄附子细辛汤]],[[寒积腹痛便秘方]]。<br>[[寒积里实需止痛]],[[温里散寒通便强]]<br>###组成::[[「大黄」、「炮附子」、细辛]]<br>###主治::[[寒积里实证]]。腹痛便秘，或胁下偏痛，发热，手足不温(畏寒肢冷)，舌苔白腻，脉弦紧<br>###功用::[[温里散寒，通便止痛(温阳散寒，泻结行滞)]]",用法::以水五升，煮取二升，分温三服。若强人煮取二升半，分温三服，服后如人行四五里，进一服<br>###特点::温下法基础方，治疗寒积里实证代表方，体现“去性存用”。方中附子用量应大于大黄，以达温里散寒、泻结行滞之目的
recveFKWJuAx5A,"<div style=""text-align: center; font-size: 24px;""><b>济川煎</b></div>",泻下剂::润下剂,"方歌::[[济川归膝肉苁蓉]],[[泽泻升麻枳壳从]]。<br>[[肾阳津亏肠中燥]],[[温肾益精润便通]]<br>###组成::[[「肉苁蓉」、当归、牛膝、枳壳、泽泻、升麻]]<br>###主治::[[肾阳虚弱，阴津不足之便秘(肾虚便秘)]]。大便秘结，小便清长，头目眩晕，腰膝酸软，舌淡苔白，脉沉迟或沉涩(虚弱)<br>###功用::[[温肾益精，润肠通便]]",用法::水一盅半，煎七八分，食前服<br>###加减::如气虚者，但加人参无碍；如有火，加黄芩；如肾虚，加熟地；虚甚者，枳壳不必用①肾虚精亏重:加熟地黄、枸杞子；<br>②津枯肠燥:加火麻仁、杏仁；<br>③筋骨失充，痿软无力:加杜仲、锁阳；<br>④脾胃气虚，食少神疲:加人参、白术<br>###方解::<b>「君」：</b>肉苁蓉:温肾益精，暖腰润肠<br><b>「臣」：</b>当归:养血和血，润肠通便，助君益精血，润肠燥牛膝:补肝肾，壮腰强筋骨，善下行，助肉苁蓉、当归补肝肾强腰膝<br><b>「佐使」：</b>枳壳:下气宽肠助通便；泽泻:渗利泄浊，使药补而不滞升麻:少量，升举清阳，使清升浊降以助通便。配牛膝泽泻，欲降先升，升清降浊<br>###注意::凡热邪伤津及阴虚者忌用
recveFKWJurQnw,"<div style=""text-align: center; font-size: 24px;""><b>麻子仁丸</b></div>",泻下剂::润下剂,"方歌::[[麻子仁丸小承气]],[[杏芍麻仁治便秘]]。<br>[[胃热津亏解便难]],[[润肠泻热脾约济]]<br>###组成::[[「麻子仁」、芍药、大黄、枳实、炙厚朴、杏仁、蜂蜜]]<br>###主治::[[脾约证]]。胃肠燥热，津液不足。大便秘结，小便频数，或脘腹胀痛，舌红，苔微黄，脉数<br>###功用::[[润肠泄热，行气通便]]","用法::上六味，蜜和丸，如梧桐子大，饮服十丸，日三服，渐加，以知为度<br>###特点::又称脾约丸。脾主为胃行其津液者，今胃强脾弱，约束津液，不得四布，但输膀胱，致小便数而大便硬，故曰其脾为约。胃热肠燥便秘常用方。内含小承气汤(朴实黄)。用法中要求“饮服十丸”，强调“渐加，以知为度""，即应从小剂量逐渐加量，以取效为度"
recveFKWJutuVM,"<div style=""text-align: center; font-size: 24px;""><b>十枣汤</b></div>",泻下剂::逐水剂,"方歌::[[十枣逐水效堪夸]],[[大戟甘遂与芫花]]。<br>[[悬饮内停胸胁痛]],[[实水腹胀用无差]]<br>###组成::[[甘遂、大戟、芫花、大枣]]<br>###主治::1.[[悬饮]]。咳唾胸胁引痛，心下痞硬，干呕短气，头痛目眩，胸背掣痛不得息。舌苔白滑，脉沉弦<br>2.[[实水水肿]]。(水肿)一身悉肿，尤以身半以下肿甚，腹胀喘满，二便不利。脉沉实<br>###功用::[[攻逐水饮]]",用法::三味等分，各别捣为散，以水一升半，先煮大枣肥者十枚，取八合去滓，内药末。强人服一钱匕，赢人服半钱，温服之，平旦服。若下少病不除者，明日更服，加半钱，得快下利后，糜粥自养<br>###加减::水肿实证病情重者，去大枣，加黑丑、轻粉等(舟车丸)伏痰证:去芫花、大枣，加白芥子，改为丸剂(控涎丹)<br>###方解::芫花:消胸胁伏饮痰癖；甘遂:逐经隧水湿；大戟:善泻脏腑之水；三药合用，峻泻攻逐祛胸腹水大枣:培土制水(益气培土护胃)，缓诸药峻烈及毒性，不伤正，减少药后反应<br>###注意::本方服法:①三药为末，大枣煎汤送服；<br>②清晨空腹服用，从小量开始，以免量大下多伤正，若服后下少，次日加量；<br>③服药得快利后，宜食糜粥以保养脾胃；<br>④年老体弱者慎用，孕妇忌服；<br>⑤只宜暂用，不可久服；<br>⑥忌与甘草伍用
recveFKWJujN2e,"<div style=""text-align: center; font-size: 24px;""><b>舟车丸</b></div>",泻下剂::逐水剂,"方歌::[[舟车牵牛及大黄]],[[遂戟芫花槟木香]]。<br>[[青皮橘皮轻粉入]],[[行气逐水热壅强]]<br>###组成::[[黑丑(黑牵牛)、「甘遂」、「大戟」、「芫花」、大黄、轻粉、槟榔、青皮、陈皮、木香]]<br>###主治::[[水热内壅，气机阻滞证]]。水肿水胀，口渴，气粗，腹坚，大小便秘，脉沉数有力<br>###功用::[[行气逐水]]",用法::上为末，水糊丸如小豆大，空心温水下，初服五丸，日三服，以快利为度
